Date,Price
2021/7/30,412.11
2021/7/31,411.17
2021/8/1,411.17
2021/8/2,411.17
2021/8/3,413.64
2021/8/4,414.61
2021/8/5,417.21
2021/8/6,416.42
2021/8/7,415.6
2021/8/8,415.6
2021/8/9,415.6
2021/8/10,412.23
2021/8/11,411.88
2021/8/12,414.29
2021/8/13,416.03
2021/8/14,416.83
2021/8/15,416.83
2021/8/16,416.83
2021/8/17,413.14
2021/8/18,407.81
2021/8/19,411.23
2021/8/20,416.39
2021/8/21,422
2021/8/22,422
2021/8/23,422
2021/8/24,422.67
2021/8/25,422.75
2021/8/26,420.24
2021/8/27,425.06
2021/8/28,429.37
2021/8/29,429.37
2021/8/30,429.37
2021/8/31,426.46
2021/9/1,426.77
2021/9/2,427.18
2021/9/3,429.38
2021/9/4,428.86
2021/9/5,428.86
2021/9/6,428.86
2021/9/7,428.86
2021/9/8,426.36
2021/9/9,424.85
2021/9/10,420.67
2021/9/11,420.75
2021/9/12,420.75
2021/9/13,420.75
2021/9/14,420.09
2021/9/15,423.81
2021/9/16,424.58
2021/9/17,419
2021/9/18,410.89
2021/9/19,410.89
2021/9/20,410.89
2021/9/21,411.06
2021/9/22,417.13
2021/9/23,422.9
2021/9/24,422.68
2021/9/25,418.34
2021/9/26,418.34
2021/9/27,418.34
2021/9/28,405.46
2021/9/29,403.49
2021/9/30,401.45
2021/10/1,407.11
2021/10/2,396.95
2021/10/3,396.95
2021/10/4,396.95
2021/10/5,402.65
2021/10/6,405.72
2021/10/7,409.65
2021/10/8,407.78
2021/10/9,405.67
2021/10/10,405.67
2021/10/11,405.67
2021/10/12,404.69
2021/10/13,408.11
2021/10/14,417.11
2021/10/15,419.9
2021/10/16,423.88
2021/10/17,423.88
2021/10/18,423.88
2021/10/19,427.72
2021/10/20,426.57
2021/10/21,428.99
2021/10/22,426.95
2021/10/23,428.69
2021/10/24,428.69
2021/10/25,428.69
2021/10/26,429.32
2021/10/27,427.78
2021/10/28,432.58
2021/10/29,434.06
2021/10/30,434.8
2021/10/31,434.8
2021/11/1,434.8
2021/11/2,437.77
2021/11/3,440.27
2021/11/4,446.66
2021/11/5,448.06
2021/11/6,451.26
2021/11/7,451.26
2021/11/8,451.26
2021/11/9,449.95
2021/11/10,441.56
2021/11/11,443.97
2021/11/12,449.5
2021/11/13,448.77
2021/11/14,448.77
2021/11/15,448.77
2021/11/16,453.52
2021/11/17,451.34
2021/11/18,454.95
2021/11/19,457.48
2021/11/20,450.37
2021/11/21,450.37
2021/11/22,450.37
2021/11/23,448.88
2021/11/24,452.5
2021/11/25,442.2
2021/11/26,442.2
2021/11/27,452.14
2021/11/28,452.14
2021/11/29,452.14
2021/11/30,447.7
2021/12/1,439.36
2021/12/2,444.25
2021/12/3,436.01
2021/12/4,439.47
2021/12/5,439.47
2021/12/6,439.47
2021/12/7,455.64
2021/12/8,458.84
2021/12/9,452.56
2021/12/10,460.36
2021/12/11,452.87
2021/12/12,452.87
2021/12/13,452.87
2021/12/14,445.8
2021/12/15,458.21
2021/12/16,443.49
2021/12/17,442.13
2021/12/18,436.4
2021/12/19,436.4
2021/12/20,436.4
2021/12/21,448.89
2021/12/22,454.12
2021/12/23,456.48
2021/12/24,466.02
2021/12/25,466.02
2021/12/26,466.02
2021/12/27,466.02
2021/12/28,462.63
2021/12/29,462.98
2021/12/30,460.46
2021/12/31,458
